date,country,value
2002-01-01,南非,0.0
2002-02-01,荷蘭,9290.0
2002-02-01,日本,74977.0
2002-02-01,南韓,10440.0
2002-02-01,越南,18510.0
2002-02-01,印尼,24549.0
2002-02-01,馬來西亞,19304.0
2002-02-01,瑞士,0.0
2002-02-01,菲律賓,13929.0
2002-02-01,英國,2904.0
2002-02-01,美國,43145.0
2002-02-01,中國大陸,576.0
2002-02-01,德國,1513.0
2002-02-01,香港,190331.0
2002-02-01,澳門,94135.0
2002-02-01,紐西蘭,4652.0
2002-02-01,新加坡,20196.0
2002-02-01,義大利,1012.0
2002-02-01,南非,0.0
2002-02-01,澳大利亞,7764.0
2002-02-01,加拿大,9147.0
2002-02-01,法國,2239.0
2002-02-01,泰國,51928.0
2002-03-01,馬來西亞,13642.0
2002-03-01,英國,1620.0
2002-03-01,紐西蘭,2911.0
2002-03-01,荷蘭,11570.0
2002-03-01,澳門,115778.0
2002-03-01,美國,36860.0
2002-03-01,泰國,43998.0
2002-03-01,日本,58504.0
2002-03-01,南非,0.0
2002-03-01,法國,2990.0
2002-03-01,菲律賓,13219.0
2002-03-01,印尼,23905.0
2002-03-01,德國,1895.0
2002-03-01,南韓,8996.0
2002-03-01,新加坡,14234.0
2002-03-01,義大利,1314.0
2002-03-01,澳大利亞,5566.0
2002-03-01,越南,21646.0
2002-03-01,加拿大,8127.0
2002-03-01,瑞士,0.0
2002-03-01,香港,192257.0
2002-03-01,中國大陸,1207.0
2002-04-01,南韓,9308.0
2002-04-01,英國,1858.0
2002-04-01,加拿大,11604.0
2002-04-01,中國大陸,2253.0
2002-04-01,南非,0.0
2002-04-01,印尼,23145.0
2002-04-01,紐西蘭,2935.0
2002-04-01,越南,19967.0
2002-04-01,美國,36803.0
2002-04-01,泰國,44789.0
2002-04-01,德國,1634.0
2002-04-01,法國,2180.0
2002-04-01,澳大利亞,5815.0
2002-04-01,瑞士,0.0
2002-04-01,義大利,1511.0
2002-04-01,菲律賓,12666.0
2002-04-01,香港,217895.0
2002-04-01,澳門,118700.0
2002-04-01,馬來西亞,15408.0
2002-04-01,日本,73497.0
2002-04-01,新加坡,15119.0
2002-04-01,荷蘭,13125.0
2002-05-01,澳門,113075.0
2002-05-01,馬來西亞,17793.0
2002-05-01,南非,0.0
2002-05-01,荷蘭,12349.0
2002-05-01,越南,18432.0
2002-05-01,中國大陸,2486.0
2002-05-01,義大利,1908.0
2002-05-01,德國,1748.0
2002-05-01,菲律賓,12727.0
2002-05-01,美國,45334.0
2002-05-01,瑞士,0.0
2002-05-01,新加坡,14408.0
2002-05-01,法國,2473.0
2002-05-01,紐西蘭,2000.0
2002-05-01,印尼,24193.0
2002-05-01,南韓,8129.0
2002-05-01,澳大利亞,6014.0
2002-05-01,日本,66189.0
2002-05-01,泰國,43722.0
2002-05-01,英國,1577.0
2002-05-01,香港,211447.0
2002-05-01,加拿大,11789.0
2002-06-01,香港,193639.0
2002-06-01,澳門,104298.0
2002-06-01,日本,67343.0
2002-06-01,美國,50317.0
2002-06-01,南韓,6721.0
2002-06-01,新加坡,16988.0
2002-06-01,義大利,1231.0
2002-06-01,菲律賓,10828.0
2002-06-01,澳大利亞,5023.0
2002-06-01,馬來西亞,18520.0
2002-06-01,法國,2823.0
2002-06-01,英國,2798.0
2002-06-01,荷蘭,11622.0
2002-06-01,泰國,53123.0
2002-06-01,德國,1408.0
2002-06-01,瑞士,0.0
2002-06-01,中國大陸,1510.0
2002-06-01,印尼,24726.0
2002-06-01,越南,17800.0
2002-06-01,南非,0.0
2002-06-01,紐西蘭,2430.0
2002-06-01,加拿大,12902.0
2002-07-01,澳門,118692.0
2002-07-01,新加坡,23883.0
2002-07-01,泰國,59018.0
2002-07-01,南韓,10081.0
2002-07-01,南非,0.0
2002-07-01,中國大陸,4926.0
2002-07-01,瑞士,2.0
2002-07-01,馬來西亞,20722.0
2002-07-01,加拿大,15402.0
2002-07-01,香港,236169.0
2002-07-01,越南,18562.0
2002-07-01,英國,2616.0
2002-07-01,義大利,1250.0
2002-07-01,菲律賓,10264.0
2002-07-01,日本,92425.0
2002-07-01,澳大利亞,7542.0
2002-07-01,荷蘭,12461.0
2002-07-01,印尼,27832.0
2002-07-01,紐西蘭,3506.0
2002-07-01,法國,2803.0
2002-07-01,美國,57820.0
2002-07-01,德國,1484.0
2002-08-01,越南,16863.0
2002-08-01,英國,2660.0
2002-08-01,澳門,114342.0
2002-08-01,印尼,27370.0
2002-08-01,菲律賓,9593.0
2002-08-01,法國,2683.0
2002-08-01,澳大利亞,5997.0
2002-08-01,日本,74152.0
2002-08-01,瑞士,1.0
2002-08-01,德國,1732.0
2002-08-01,美國,58135.0
2002-08-01,南非,0.0
2002-08-01,荷蘭,13705.0
2002-08-01,泰國,56245.0
2002-08-01,義大利,1308.0
2002-08-01,紐西蘭,2785.0
2002-08-01,加拿大,17567.0
2002-08-01,中國大陸,2028.0
2002-08-01,馬來西亞,18973.0
2002-08-01,南韓,11318.0
2002-08-01,香港,235250.0
2002-08-01,新加坡,19026.0
2002-09-01,紐西蘭,2115.0
2002-09-01,日本,54058.0
2002-09-01,加拿大,11992.0
2002-09-01,南韓,9242.0
2002-09-01,泰國,43089.0
2002-09-01,法國,2966.0
2002-09-01,印尼,22097.0
2002-09-01,香港,206349.0
2002-09-01,南非,0.0
2002-09-01,澳大利亞,4556.0
2002-09-01,越南,18896.0
2002-09-01,瑞士,0.0
2002-09-01,英國,2416.0
2002-09-01,德國,1701.0
2002-09-01,美國,40049.0
2002-09-01,馬來西亞,13295.0
2002-09-01,荷蘭,12164.0
2002-09-01,中國大陸,1888.0
2002-09-01,義大利,1404.0
2002-09-01,菲律賓,8569.0
2002-09-01,新加坡,12020.0
2002-09-01,澳門,101242.0
2002-10-01,越南,18477.0
2002-10-01,南韓,12728.0
2002-10-01,泰國,37625.0
2002-10-01,日本,71529.0
2002-10-01,馬來西亞,12748.0
2002-10-01,澳大利亞,4738.0
2002-10-01,荷蘭,8975.0
2002-10-01,美國,38174.0
2002-10-01,南非,0.0
2002-10-01,加拿大,10598.0
2002-10-01,菲律賓,8770.0
2002-10-01,義大利,1526.0
2002-10-01,法國,2081.0
2002-10-01,瑞士,0.0
2002-10-01,澳門,116743.0
2002-10-01,中國大陸,3864.0
2002-10-01,德國,1556.0
2002-10-01,香港,217355.0
2002-10-01,英國,1510.0
2002-10-01,印尼,15249.0
2002-10-01,紐西蘭,2124.0
2002-10-01,新加坡,12902.0
2002-11-01,新加坡,10016.0
2002-11-01,泰國,25037.0
2002-11-01,中國大陸,2976.0
2002-11-01,馬來西亞,10280.0
2002-11-01,南非,0.0
2002-11-01,南韓,9658.0
2002-11-01,義大利,1486.0
2002-11-01,法國,2076.0
2002-11-01,澳門,102818.0
2002-11-01,瑞士,0.0
2002-11-01,加拿大,6766.0
2002-11-01,荷蘭,7188.0
2002-11-01,日本,58223.0
2002-11-01,英國,1416.0
2002-11-01,美國,38408.0
2002-11-01,德國,1545.0
2002-11-01,香港,172931.0
2002-11-01,印尼,8657.0
2002-11-01,紐西蘭,2367.0
2002-11-01,澳大利亞,4121.0
2002-11-01,菲律賓,6971.0
2002-11-01,越南,19072.0
2002-12-01,南非,0.0
2002-12-01,新加坡,11514.0
2002-12-01,美國,36209.0
2002-12-01,英國,1271.0
2002-12-01,菲律賓,7104.0
2002-12-01,澳門,91917.0
2002-12-01,中國大陸,3289.0
2002-12-01,加拿大,6670.0
2002-12-01,日本,50312.0
2002-12-01,荷蘭,6614.0
2002-12-01,紐西蘭,3237.0
2002-12-01,德國,1100.0
2002-12-01,澳大利亞,5390.0
2002-12-01,義大利,1415.0
2002-12-01,印尼,14692.0
2002-12-01,香港,177213.0
2002-12-01,南韓,11782.0
2002-12-01,瑞士,0.0
2002-12-01,馬來西亞,10237.0
2002-12-01,泰國,27351.0
2002-12-01,法國,1344.0
2002-12-01,越南,19909.0
2003-01-01,越南,18524.0
2003-01-01,馬來西亞,13447.0
2003-01-01,泰國,36068.0
2003-01-01,南非,0.0
2003-01-01,義大利,1596.0
2003-01-01,新加坡,16506.0
2003-01-01,美國,58213.0
2003-01-01,日本,66640.0
2003-01-01,德國,1401.0
2003-01-01,澳大利亞,9200.0
2003-01-01,香港,169646.0
2003-01-01,南韓,15453.0
2003-01-01,紐西蘭,4921.0
2003-01-01,瑞士,0.0
2003-01-01,中國大陸,3644.0
2003-01-01,加拿大,9989.0
2003-01-01,法國,2158.0
2003-01-01,印尼,16968.0
2003-01-01,澳門,69545.0
2003-01-01,菲律賓,8338.0
2003-01-01,荷蘭,8804.0
2003-01-01,英國,1799.0
2003-02-01,新加坡,15932.0
2003-02-01,英國,1577.0
2003-02-01,中國大陸,8196.0
2003-02-01,紐西蘭,3562.0
2003-02-01,菲律賓,11093.0
2003-02-01,荷蘭,7588.0
2003-02-01,加拿大,5534.0
2003-02-01,法國,1921.0
2003-02-01,瑞士,0.0
2003-02-01,越南,23221.0
2003-02-01,澳大利亞,7394.0
2003-02-01,印尼,19750.0
2003-02-01,德國,1344.0
2003-02-01,澳門,109730.0
2003-02-01,美國,38638.0
2003-02-01,南非,0.0
2003-02-01,泰國,37388.0
2003-02-01,日本,63206.0
2003-02-01,馬來西亞,12701.0
2003-02-01,義大利,1041.0
2003-02-01,南韓,13942.0
2003-02-01,香港,226748.0
2003-03-01,德國,1606.0
2003-03-01,紐西蘭,1842.0
2003-03-01,南非,0.0
2003-03-01,中國大陸,6817.0
2003-03-01,美國,35446.0
2003-03-01,義大利,1347.0
2003-03-01,加拿大,6613.0
2003-03-01,瑞士,1.0
2003-03-01,英國,1148.0
2003-03-01,菲律賓,6465.0
2003-03-01,泰國,29714.0
2003-03-01,日本,54062.0
2003-03-01,荷蘭,7910.0
2003-03-01,印尼,18781.0
2003-03-01,新加坡,10316.0
2003-03-01,香港,155068.0
2003-03-01,澳大利亞,4962.0
2003-03-01,澳門,79901.0
2003-03-01,南韓,9226.0
2003-03-01,越南,18328.0
2003-03-01,法國,2155.0
2003-03-01,馬來西亞,10389.0
2003-04-01,中國大陸,4817.0
2003-04-01,澳門,38096.0
2003-04-01,加拿大,4774.0
2003-04-01,南韓,6117.0
2003-04-01,法國,1615.0
2003-04-01,菲律賓,5426.0
2003-04-01,南非,0.0
2003-04-01,澳大利亞,4558.0
2003-04-01,日本,43950.0
2003-04-01,德國,1202.0
2003-04-01,瑞士,1.0
2003-04-01,美國,27450.0
2003-04-01,荷蘭,4840.0
2003-04-01,印尼,9383.0
2003-04-01,紐西蘭,1731.0
2003-04-01,義大利,904.0
2003-04-01,香港,48283.0
2003-04-01,英國,1190.0
2003-04-01,新加坡,3622.0
2003-04-01,越南,8822.0
2003-04-01,馬來西亞,3280.0
2003-04-01,泰國,8028.0
2003-05-01,日本,15455.0
2003-05-01,法國,1526.0
2003-05-01,新加坡,1177.0
2003-05-01,澳大利亞,2752.0
2003-05-01,香港,13867.0
2003-05-01,荷蘭,3862.0
2003-05-01,南非,0.0
2003-05-01,德國,806.0
2003-05-01,印尼,6749.0
2003-05-01,英國,1016.0
2003-05-01,泰國,5095.0
2003-05-01,南韓,3589.0
2003-05-01,瑞士,0.0
2003-05-01,澳門,12260.0
2003-05-01,義大利,356.0
2003-05-01,加拿大,3179.0
2003-05-01,紐西蘭,1056.0
2003-05-01,中國大陸,824.0
2003-05-01,馬來西亞,2238.0
2003-05-01,菲律賓,2419.0
2003-05-01,美國,21999.0
2003-05-01,越南,5866.0
2003-06-01,南韓,7589.0
2003-06-01,加拿大,6101.0
2003-06-01,紐西蘭,1059.0
2003-06-01,泰國,23926.0
2003-06-01,新加坡,3818.0
2003-06-01,法國,1997.0
2003-06-01,越南,9215.0
2003-06-01,英國,1965.0
2003-06-01,菲律賓,4399.0
2003-06-01,荷蘭,8126.0
2003-06-01,香港,52685.0
2003-06-01,澳門,26031.0
2003-06-01,義大利,1614.0
2003-06-01,美國,28471.0
2003-06-01,馬來西亞,1976.0
2003-06-01,印尼,23463.0
2003-06-01,德國,1199.0
2003-06-01,南非,0.0
2003-06-01,日本,28056.0
2003-06-01,瑞士,0.0
2003-06-01,澳大利亞,3823.0
2003-06-01,中國大陸,0.0
2003-07-01,菲律賓,10415.0
2003-07-01,泰國,53843.0
2003-07-01,南韓,17533.0
2003-07-01,澳大利亞,8538.0
2003-07-01,澳門,86099.0
2003-07-01,馬來西亞,15043.0
2003-07-01,法國,2502.0
2003-07-01,印尼,38786.0
2003-07-01,日本,81861.0
2003-07-01,德國,2244.0
2003-07-01,越南,21025.0
2003-07-01,南非,0.0
2003-07-01,英國,3379.0
2003-07-01,荷蘭,13772.0
2003-07-01,新加坡,13421.0
2003-07-01,瑞士,0.0
2003-07-01,中國大陸,3189.0
2003-07-01,香港,219137.0
2003-07-01,義大利,1432.0
2003-07-01,紐西蘭,2071.0
2003-07-01,加拿大,10305.0
2003-07-01,美國,55079.0
2003-08-01,馬來西亞,14922.0
2003-08-01,中國大陸,10199.0
2003-08-01,澳大利亞,6185.0
2003-08-01,美國,58331.0
2003-08-01,法國,1736.0
2003-08-01,義大利,1528.0
2003-08-01,新加坡,15310.0
2003-08-01,南韓,22568.0
2003-08-01,泰國,59100.0
2003-08-01,菲律賓,10379.0
2003-08-01,印尼,35601.0
2003-08-01,德國,2643.0
2003-08-01,南非,0.0
2003-08-01,日本,87897.0
2003-08-01,香港,222383.0
2003-08-01,紐西蘭,1512.0
2003-08-01,英國,2645.0
2003-08-01,澳門,96282.0
2003-08-01,瑞士,0.0
2003-08-01,荷蘭,13978.0
2003-08-01,越南,19808.0
2003-08-01,加拿大,13561.0
2003-09-01,荷蘭,10945.0
2003-09-01,美國,43204.0
2003-09-01,瑞士,0.0
2003-09-01,菲律賓,7657.0
2003-09-01,加拿大,9653.0
2003-09-01,南非,0.0
2003-09-01,法國,2650.0
2003-09-01,澳門,86999.0
2003-09-01,紐西蘭,1436.0
2003-09-01,泰國,40744.0
2003-09-01,英國,2576.0
2003-09-01,香港,191898.0
2003-09-01,馬來西亞,12574.0
2003-09-01,德國,2623.0
2003-09-01,印尼,25778.0
2003-09-01,新加坡,12482.0
2003-09-01,義大利,1598.0
2003-09-01,澳大利亞,6118.0
2003-09-01,南韓,16960.0
2003-09-01,日本,74313.0
2003-09-01,中國大陸,10388.0
2003-09-01,越南,23455.0
2003-10-01,法國,2745.0
2003-10-01,德國,2491.0
2003-10-01,紐西蘭,1620.0
2003-10-01,澳大利亞,6771.0
2003-10-01,荷蘭,9943.0
2003-10-01,越南,24424.0
2003-10-01,泰國,37925.0
2003-10-01,加拿大,11166.0
2003-10-01,香港,217557.0
2003-10-01,南非,0.0
2003-10-01,義大利,2009.0
2003-10-01,印尼,23847.0
2003-10-01,澳門,87653.0
2003-10-01,瑞士,0.0
2003-10-01,日本,91122.0
2003-10-01,菲律賓,8498.0
2003-10-01,南韓,25239.0
2003-10-01,美國,41379.0
2003-10-01,英國,2082.0
2003-10-01,馬來西亞,12444.0
2003-10-01,新加坡,12348.0
2003-10-01,中國大陸,11636.0
2003-11-01,紐西蘭,1973.0
2003-11-01,越南,24420.0
2003-11-01,義大利,1436.0
2003-11-01,荷蘭,8208.0
2003-11-01,新加坡,9712.0
2003-11-01,南非,0.0
2003-11-01,瑞士,0.0
2003-11-01,馬來西亞,10756.0
2003-11-01,美國,35823.0
2003-11-01,中國大陸,10848.0
2003-11-01,菲律賓,8296.0
2003-11-01,加拿大,7614.0
2003-11-01,澳門,76669.0
2003-11-01,法國,1907.0
2003-11-01,日本,67559.0
2003-11-01,印尼,19882.0
2003-11-01,香港,177038.0
2003-11-01,德國,2016.0
2003-11-01,南韓,22335.0
2003-11-01,英國,2176.0
2003-11-01,澳大利亞,5137.0
2003-11-01,泰國,29770.0
2003-12-01,南韓,19342.0
2003-12-01,菲律賓,8033.0
2003-12-01,美國,35231.0
2003-12-01,南非,0.0
2003-12-01,德國,949.0
2003-12-01,香港,174759.0
2003-12-01,義大利,1506.0
2003-12-01,印尼,12296.0
2003-12-01,越南,25379.0
2003-12-01,日本,57209.0
2003-12-01,荷蘭,7909.0
2003-12-01,澳大利亞,5241.0
2003-12-01,新加坡,10847.0
2003-12-01,英國,1879.0
2003-12-01,泰國,30813.0
2003-12-01,紐西蘭,2036.0
2003-12-01,瑞士,0.0
2003-12-01,中國大陸,9844.0
2003-12-01,澳門,68671.0
2003-12-01,加拿大,6737.0
2003-12-01,馬來西亞,11497.0
2003-12-01,法國,1333.0
2004-01-01,澳大利亞,8278.0
2004-01-01,荷蘭,10022.0
2004-01-01,菲律賓,13442.0
2004-01-01,越南,24874.0
2004-01-01,澳門,70481.0
2004-01-01,瑞士,0.0
2004-01-01,印尼,27669.0
2004-01-01,香港,194389.0
2004-01-01,馬來西亞,16625.0
2004-01-01,南非,0.0
2004-01-01,英國,3039.0
2004-01-01,泰國,45615.0
2004-01-01,中國大陸,11831.0
2004-01-01,加拿大,9888.0
2004-01-01,法國,1899.0
2004-01-01,新加坡,16480.0
2004-01-01,紐西蘭,4736.0
2004-01-01,美國,59826.0
2004-01-01,日本,96127.0
2004-01-01,義大利,1618.0
2004-01-01,南韓,26543.0
2004-01-01,德國,1956.0
2004-02-01,越南,18727.0
2004-02-01,荷蘭,5818.0
2004-02-01,澳大利亞,7795.0
2004-02-01,美國,33862.0
2004-02-01,瑞士,0.0
2004-02-01,南韓,20144.0
2004-02-01,英國,1921.0
2004-02-01,馬來西亞,11603.0
2004-02-01,加拿大,6514.0
2004-02-01,中國大陸,10853.0
2004-02-01,泰國,23844.0
2004-02-01,香港,175430.0
2004-02-01,紐西蘭,3364.0
2004-02-01,法國,2086.0
2004-02-01,印尼,18990.0
2004-02-01,南非,0.0
2004-02-01,德國,1964.0
2004-02-01,日本,61051.0
2004-02-01,澳門,65870.0
2004-02-01,菲律賓,9465.0
2004-02-01,義大利,1701.0
2004-02-01,新加坡,12020.0
2004-03-01,義大利,2522.0
2004-03-01,荷蘭,10739.0
2004-03-01,日本,83162.0
2004-03-01,香港,199260.0
2004-03-01,中國大陸,13386.0
2004-03-01,瑞士,0.0
2004-03-01,加拿大,8785.0
2004-03-01,泰國,26544.0
2004-03-01,澳大利亞,5978.0
2004-03-01,紐西蘭,1537.0
2004-03-01,法國,2514.0
2004-03-01,南非,0.0
2004-03-01,新加坡,11880.0
2004-03-01,英國,2130.0
2004-03-01,德國,2250.0
2004-03-01,澳門,78367.0
2004-03-01,馬來西亞,11977.0
2004-03-01,印尼,21320.0
2004-03-01,美國,39220.0
